ANA3,ANA2
ANA3,DEV2
DEV3,ANA2
DEV3,ALG2
DEV3,DEV2
DON3,DON2
ALG3,ALG2
VEI5,DON2
VEI5,SYS2
VEI5,DEV2
ATLG3,ANA2
ATLG3,ALG2
ATLG3,DEV1
SYS4,SYS2
ECOG4,CPT1
ERGG4,DEV2
ERGG4,WEBG2
PRJG5,ANA3
PRJG5,ATLG3
PRJG5,ATLG4
PRJG5,DON3
PRJG5,DON4
PRJG5,WEBG4
MOBG5,ATLG4
ORGG5,CPTG4
ORGG5,ECOG4
ERPG5,WEBG4
SYSG5,SYS4
DONG5,DON3
DONG5,DON4
DONG5,LPDG4
